,,,,Pump Price Rs/ Liter,,,,,
S.No,Customer Name,Address,City/Location,HSD,PMG,District,District 1,Province,Province
5124,BRIGHT DAY F/S,SHEIKHUPURA FAISALABAD ROAD,,127.75,117.09,Sheikhupura,,Punjab,Punjab
5125,BHATTI F/S,RAIWAND SOI-E-ASIL ROAD,,127.75,117.09,Lahore,,Punjab,Punjab
5151,PSO S/S 65 (EX: POLICE WELFARE F/S.),SHALIMAR LINK ROAD,,127.75,117.09,Lahore,,Punjab,Punjab
5345,NISHAN-E-HADER FIL STN,ON KHANEWAL-LODHRAN ROAD,,127.75,117.09,KHANEWAL,,Punjab,Punjab
5352,M/S. AWAN P/S.(EX:PAK FILLING STATION),ON RAJAN PUR KASHMORE ROAD,,128.59,117.93,rajanpur,,Punjab,Punjab
5353,HAZARA T/A.,MUZAFFAR GARH MIANWALI ROAD,,127.75,117.09,Muzaffargarh,,Punjab,Punjab
5354,TALLAL PETROLEUM,DURANA LANAGANA KHANEWAL ROAD,,127.75,117.09,Multan,,Punjab,Punjab
5359,AL-MANZOOR P/S,MULTAN SHUJABAD JALALPUR PIRWALA ROAD,,127.94,117.28,Multan,,Punjab,Punjab
5361,ATTARI T/S,AT MUZA JALLAL ON MUZAFFARGARH ALI PUR ROAD,,127.75,117.09,Muzaffargarh,,Punjab,Punjab
5363,GALAXY FUELS.,19 KASSI VEHARI ROAD,,127.75,117.09,Multan,,Punjab,Punjab
5383,ZAIN-UL-ABDIN  P/S,"MOZA SHERSHAH, MUZAFFAR GARH ROAD",,127.75,117.09,Multan,,Punjab,Punjab
5385,WAHID PET SERVICE,OLD SHUJAABAD ROAD,,127.75,117.09,Multan,,Punjab,Punjab
5391,APEX II P/S,WALLAYATABAD VEHARI ROAD,,127.75,117.09,Multan,,Punjab,Punjab
5394,AL REHMAN F/S,SITUATED AT ON SHAH SIKANDAR ROAD,,127.75,117.09,Dera Ghazi Khan,,Punjab,Punjab
5395,SAIM ABUDULLAH P/S,KHANEWAL KABIRWALA ROAD,,127.83,117.17,KHANEWAL,,Punjab,Punjab
5397,AL-UBAID P/S,MAUZA BASIT SAUNTRA ALI PUR ROAD,,128.63,117.97,Muzaffargarh,,Punjab,Punjab
5446,SAEED P/S,IN KM NO. 49-50 ON M.GARH -D.G.KHAN ROAD,,127.75,117.09,Muzaffargarh,,Punjab,Punjab
5501,PIR PAI FILLING STN,G.T. ROAD,,127.75,117.09,,,Missing,Punjab
5598,ADEEL FILL STATION,NAGOMAN NAHAQI ROAD,,127.75,117.09,peshawar,,KPK,Punjab
5641,ITTAFAQ FILLING STN,PESHAWAR KOHAT ROAD,,127.75,117.09,peshawar,,KPK,Punjab
5667,NEW JANDOL F/S.,TERGARAH MUNDA ROAD,,128.73,118.07,Lower Dir,,KPK,Punjab
5681,KHAIR -UL-AMIN F/S,BET. KM-7/8 MARDAN SWABI ROAD,,127.75,117.09,Mardan,,KPK,Punjab
5687,AHMAD F/S,BET KM 0/1 KHARLACHI ROAD,,129.77,119.11,Kohat,,KPK,Punjab
5689,ASMATULLAH FILLING STATION,KM 2/3 FROM EKKA GHUND BAZAR ON GARDAHAB - BAJOUR ROAD,,127.75,117.09,,,Missing,Punjab
5695,FOUR STAR FILL STATION,BAMKHEL VILLAGE TOPI ROAD,,128.00,117.34,Swabi,,KPK,Punjab
5706,HIGHWAY ENERGY STATION,MARDAN SAWAT ROAD,,127.75,117.09,Malakand,,KPK,Punjab
5854,LAHRI P/S,SARYAB ROAD,,127.75,117.09,Quetta,,Balochistan,Punjab
5944,HAYATULLAH KHAN & SONS,"CHUR HARPAL,  PESHAWAR ROAD",,127.75,117.09,Rawalpindi,,Punjab,Punjab
6104,GATEWAY F/S.,RAWALPINDI RAWALKOT ROAD,,127.26,116.60,Rawalpindi,,Punjab,Punjab
6117,IMRAN F/S,RAWALPINDI - KAHOTA ROAD,,127.75,117.09,Rawalpindi,,Punjab,Punjab
6121,AL-BURAQ F/S,MUZAFARABAD SRINAGAR ROAD,,127.26,116.60,Muzaffarabad AJK,,AJK,Punjab
6122,KASHIF F/S,TAMMAN MORE  MAINWAH ROAD,,128.06,117.40,Rawalpindi,,Punjab,Punjab
6124,HABIB P/S,KAHUTA - RAWALPINDI ROAD,,127.75,117.09,Rawalpindi,,Punjab,Punjab
6125,RAJA SERVICE STATION,AT CHAKRAN CHAKRI ROAD,,127.75,117.09,Rawalpindi,,Punjab,Punjab
6129,ULTRA FUELS P/S,LEHTRAR ROAD,,127.75,117.09,Islamabad,,Punjab,Punjab
6132,SARAM FILLING STATION,FATEHJANG ROAD,,128.21,117.55,Islamabad,,Punjab,Punjab
6134,LAWA P/S.,CHOA SYEDAN SHAH ROAD,,128.36,117.70,Chakwal,,Punjab,Punjab
6142,RAFIQ SONS PETROLEUM,B/W KM 100/101 ON KHUSHAB CHAKWAL ROAD,,127.95,117.29,Chakwal,,Punjab,Punjab
6145,MALIK UMAR,TARBELA - HATTIAN ROAD,,128.69,118.03,Attock,,Punjab,Punjab
6149,MALIK ZAMURAD & SONS,KM 23-24 ON FATEH JANG BHATAR ROAD,,127.75,117.09,Attock,,Punjab,Punjab
6156,PAK KASHMIR F/S,VILL HER-DO GHER  KAHUTA ROAD,,127.75,117.09,Rawalpindi,,Punjab,Punjab
6165,ZAMZAM PETROLEUM SERVICES,PLOT NO.J4 AND J5 MUREE ROAD,,127.75,117.09,Rawalpindi,,Punjab,Punjab
6210,FRIENDS FILL.STATION,KM 22-23 FROM LARKANAON LARKANA BAKRANIDOKRI ROAD,,128.11,117.45,Larkana,,Punjab,Punjab
6369,NEW WASSAN P/S.,NANGREJA KUMB- NAWABSHAH ROAD,,127.75,117.09,Khairpur ,,Sindh,Punjab
6383,AL - MADINA MUGHERI P/S,INDUS HIGHWAY AT VILLAGE WAGAN ROAD,,128.01,117.35,Shahdadkot,,Sindh,Punjab
6384,JEDDAH FILLING STATION,MAIN RATODERO SHAHDADKOT ROAD,,128.01,117.35,Shahdadkot,,Sindh,Punjab
6390,MOAZZAM P/S,DEH KHADKAR TAPO DODAI ARIJA ROAD,,127.91,117.25,Larkana,,Sindh,Punjab
6411,HAMEED F/S,AT KM 1.3 ON RATORDERONAUDERO ROAD,,127.94,117.28,Larkana,,Sindh,Punjab
6487,ZAILDAR 1 PET SERVICE,AT MOUZA  MUSA BHOTA ARIF WALA ROAD,,127.85,117.19,Pakpattan,,Punjab,Punjab
6620,CH. AZAM AGRIMALL,CHAK # 31/2-L OKARA DEPALPUR ROAD,,127.75,117.09,OKARA,,Punjab,Punjab
6622,SITARA P/S,PLOT # 31/24 QABULA BY PASS ROAD,,127.75,117.09,Pakpattan,,Punjab,Punjab
6637,AL-REHMAT F/S,90/9-L ARIFWALA ROAD,,127.75,117.09,Pakpattan,,Punjab,Punjab
6642,NIZAM FILL STATION,37/SP ARIFWALA PAKPATTAN ROAD,,127.75,117.09,Pakpattan,,Punjab,Punjab
6658,UNION AGRIMALL,CHAK # 97/9-L  SAHIWAL PAKPATTAN ROAD,,127.75,117.09,Sahiwal,,Punjab,Punjab
6660,KHOKHAR BROS.PET SERVICE,CHAK NO.5/2-R GHORATIAN WALA SATGHARA ROAD,,127.75,117.09,OKARA,,Punjab,Punjab
6682,PAK PET. SERVICE,SITUATED IN 1-KM SAHIWAL ROAD,,127.75,117.09,Sahiwal,,Punjab,Punjab
4679,TRICO SERVICE STN,PLOT NO SB-14 JAIL DRIG ROAD KDA SC-1,,127.75,117.09,karachi,,Sindh,Punjab
4356,MUKHTIAR PET SERVICE,KM 22/23 HYD/T.M.KHAN ROAD AT SERI,,128.67,118.01,hyderabad,,Sindh,Punjab
4285,BHITAI TRUCKING STN,KM-214-215 NATIONAL HIGH WAY AT  BHIT SHAH,,127.96,117.30,Matiari,,Sindh,Punjab
4343,AL-SHAHBAZ PET SERVICE,B/W 0-1 KM K.N.SHAH-GOZO ROAD K.N. SHAH,,127.93,117.27,Dadu,,Sindh,Punjab
5348,SAIF P/S,D.G KHAN AT MOUZA JHOK YAR SHAH,,127.75,117.09,Dera Ghazi Khan,,Punjab,Punjab
5355,JINNAH P/S.(EX:M/S. NASIR P/S.),MULTAN BYPASS ROAD (N-5) AT SHAH,,127.75,117.09,Dera Ghazi Khan,,Punjab,Punjab
6214,JALBANI PETROL SERVICE,HALANI SHARIFDISTT NAWAB SHAH,,127.83,117.17,Shaheed Benazirabad,,Sindh,Punjab
5123,DHABAN FILL STATION,KM-1-CHUHATAKANA/KD RDMANDI DHABAN SINGHDISTT SHEI,,127.75,117.09,Sheikhupura,,Punjab,Punjab
5070,NEWZEALAND GAS MASTER,"PHASE 1,BLOCK D1, NESPAK COOP. HOUSING SOCIETY TOWN SHIP",,127.75,117.09,Lahore,,Punjab,Punjab
6181,BAHRIA TOWN SHIP -2 F/S,SAFARI VILLAS BHARIA TOWN SHIP,,127.75,117.09,Lahore,,Punjab,Punjab
4323,ALI PET SERVICE,SITA ROAD NEAR RAILWAY STATION AT SITA,,128.03,117.37,Dadu,,Sindh,Punjab
4060,M/S MIDWAY F/S,KM # 1/2 M LALIAN /PAFSILLLANWELI RDCHAK # 59 SRSA,,127.91,117.25,Chiniot,,Punjab,Punjab
4439,ALLAH BADSHAH P/S.,"INDUS HIGHWAY,NEAR DUR MUHAMMAD STOP",,127.75,117.09,Jacobabad ,,Sindh,Punjab
6189,SUMUNDRI F/STATION,ON SOHAWA CHAKWALTALAGANG MIANWALI RDKOT QAZI TALA,,127.80,117.14,Chakwal,,Punjab,Punjab
4709,FAISAL PET SERVICE,N.C 158 KM 29/30 S H/WDEH TORE TAPP,,127.75,117.09,,,Missing,Punjab
5863,SHAHWANI PET.SERVICE,QUETTA KARACHIABBASROAD H.WAY AT MOUZAKHOOGAN TEH:,,127.75,117.09,Mastung,,Balochistan,Punjab
6598,SARDAR FILLING STN.,IN KM-7 ON GOGERA STN.GHARA RD AT MOUZAJAROKE TEH:,,127.75,117.09,,,Missing,Punjab
4720,HAQ SERVICE STATION,1 BENAZIR COLONY 11 1/2 ORANGI TOWN,,127.75,117.09,karachi,,Sindh,Punjab
4775,NEW KHAN F/S,"PLOT NO 1, STREET NO 6 GULSHAN-E-GHAZI BALDIA TOWN",,127.75,117.09,karachi,,Sindh,Punjab
4777,BIN QASIM P/S,"SURVEY 47/2, NATIONAL HIGHWAY SHAH LATIF TOWN",,127.75,117.09,karachi,,Sindh,Punjab
4778,FRIENDS SERVICE STN,"PLOT# 785/B, RASHEEDABAD, BALDIA TOWN",,127.75,117.09,karachi,,Sindh,Punjab
4787,NORTHERN BYPASS TRUCKING STATIO,"NACLASS# 54, DEHJAM CHAKRO, TAPO MANGHOPIR, GADAP TOWN",,127.75,117.09,karachi,,Sindh,KPK
4789,SHAKIL SERVICE STATION,"PLOT # C-1, UC-4, SECTOR 4-D, BALDIA TOWN",,127.75,117.09,karachi,,Sindh,Punjab
4818,S.S.SERVICE STATION,"POLICE TRAINING CENTER, SAEEDABAD, BALDIA TOWN",,127.75,117.09,karachi,,Sindh,Punjab
4999,PSO SERVICE STATION 52  (MTS),K.BLOCK MODEL TOWN,,127.75,117.09,Lahore,,Punjab,Punjab
5007,CHENAB FILL & FILL SER,168-ALLAMA IQBAL TOWN,,127.75,117.09,Lahore,,Punjab,Punjab
5037,M. A. RASHID (EX-MIAN-ABDULRASHID),6-A BLOCK F-2 JOHAR TOWN,,127.75,117.09,Lahore,,Punjab,Punjab
5056,BAHRIA S/S.,PLOR # 103/A BAHRIA TOWN,,127.75,117.09,Lahore,,Punjab,Punjab
5059,ANWAR F/S FORMALLY CHEEMA F/S,"OPP MINT GATE, GT ROAD SHALIMAR TOWN",,127.75,117.09,Lahore,,Punjab,Punjab
5082,EXPO VIEW F/S & CNG P/S,"PLOT # 1 & 1-A BLOCK R,JOHAR TOWN",,127.75,117.09,Lahore,,Punjab,Punjab
5085,REHMAN F/S & CNG,"PLOT # 6-B & 7 BLOCK G-1, MAIN BOULEVARD M.A JOHAR TOWN",,127.75,117.09,Lahore,,Punjab,Punjab
5127,AL-SABOOR F/S,123- RACHNA BLOCK ALLAMA IQBAL TOWN,,127.75,117.09,Lahore,,Punjab,Punjab
6182,BAHRIA - III F/S,GARDEN CITY BAHRIA TOWN,,127.75,117.09,Lahore,,Punjab,Punjab
4797,AL-ASKAR SERVICE STATION,"26th STREET, DHA PHASE VIII",,127.75,117.09,karachi,,Sindh,Punjab
7315,ALLAH NOOR FILLING STATION,TANK ROAD WANA SOUTH,WANA,129.02,118.36,South Waziristan,,KPK,Punjab
4405,BACHANI PET SERVICE,KM32/33 HYD/MPKS ROAD TANDO ALLAH YAR.,,128.71,118.05,Tando Allahyar,,Sindh,Punjab
5852,AL SYED P/S,YARU,,127.75,117.09,,,Missing,Punjab
6614,SHAHEEN FILLING STATION,SITUATED AT BYE PASS (N-5),,127.75,117.09,,,Missing,Punjab
5643,NADIR PETROLEUM SERVIC,MERCHANT CODE NO. 11551,,127.75,117.09,,,Missing,Punjab
5493,INDUS HIGH-WAY FIL-STN,PESHAWAR. MARCH  CODE NO. 11833,,127.75,117.09,peshawar,,KPK,Punjab
5709,MARWAT FILL STATION,NASIRPUR PESHAWAR M. CODE NO. 14795,,127.75,117.09,peshawar,,KPK,Punjab
6209,MADINA FILL.STATION,ON INDUS H.WAYKASHMORE KANDHKOT ROADCONTRACT 26+70,,127.93,117.27,Kashmore,,Sindh,Punjab
4006,WAQAR & AMMAR P/S,SINDHILIAN WALI ROAD CHAK# 473GB,,127.75,117.09,Toba Tek Singh,,Punjab,Punjab
6625,JEHANZAIB F/S.,PLOT # 347/ 77291,,127.75,117.09,,,Missing,Punjab
5327,M/S MEHRAN P/S,KM NO 991 OF NATIONALHIGHWAL (N-5) AT CHAKNO 80/10,,127.75,117.09,KHANEWAL,,Punjab,Balochistan
4363,SINDHU PET SERVICE,KM217/218 NATIONAL HIGH WAY AT NEW SAEED ABAD.,,127.88,117.22,karachi,,Sindh,Balochistan
6452,MARHABA P/S,BHALWAL NAGAR ROAD FORT ABBAS,,128.64,117.98,BAHAWALNAGAR,,Punjab,Balochistan
5597,BASHIR FILL STATION,KM12/13BATKHELACHR DERA RD VIL THANAMALAKAND AGENC,,128.15,117.49,Malakand,,KPK,Punjab
4341,MEHRAN FILL STATION,DEH-10 BHOORA-KAZI AHMAD,,127.75,117.09,Shaheed Benazirabad,,Sindh,Punjab
4299,JAM TRUCKING STATION,KM-282.7 N/HIGH WAY KAZI AHMED,,127.75,117.09,Shaheed Benazirabad,,Sindh,Punjab
4459,SYED LAKIYARI P/S,QAZI AHMED AAMRI ROAD  QAZI AHMED,,127.75,117.09,Shaheed Benazirabad,,Sindh,Punjab
5299,ZAMINDAR  PET.SERVICE,KM 5-6 MIANOHANNUABDUL HAKIM ROAD ATCHAK 4/8 A-RKH,,127.76,117.10,KHANEWAL,,Punjab,Punjab
4990,FOUR STAR FILLING STN,PSO DEALER AT VILLROOSA ON MANGA/RAIWANDROAD ATKAS,,127.75,117.09,Lahore,,Punjab,Punjab
6584,MASOOD FILLING STATION,MOUZA PUGGAL ON B/PUR206 TEHSILMINCHINABAD B.NAG,,128.10,117.44,BAHAWALNAGAR,,Punjab,Punjab
4579,BUTTKHALIA F/STN.,GUJRAT SARGODHA  ROADCHAK MIRAKHPHALIA MANDI BAHAU,,127.81,117.15,Mandi Baha-ud-Din,,Punjab,Punjab
5495,AURAKZAI FILL STATION,KAHI GHILJO ROAD AT DARORI BANDA,,128.93,118.27,Hangu,,KPK,Sindh
5634,SARKI FILLING STN,THALL ROAD AT SARKI BANDA,,128.62,117.96,Hangu,,KPK,Sindh
463,ZAM ZAM PETROLEUM,"Indus Highway, Bubak Town, Survey 254, D Bakhtiarpur, Taluka Sehwan",Bubak,86.54,78.00,Dadu,,Sindh,Sindh
7228,ZAM ZAMA PETROLEUM SERVICE,"Indus Highway, Bubak Town Survey 254, D Bakhtiarpur",Bubak,127.9,117.24,Dadu,,Sindh,Sindh
5674,RISALPUR F/STATION,RISALPUR CANTT,,127.75,117.09,Nowshera ,,KPK,Sindh
4191,CHOUDARY WAHEED F/S,DASKA PASRUR ROADKOTLI BAWA FAQIR CHAND,,128.15,117.49,SIALKOT,,Punjab,Punjab
4017,KASANA P/S,"KHIDERWALA MAMUKANJAN RD, CHAK NO.542GB, PATHANA CHOWK",,127.75,117.09,FAISALABAD,,Punjab,Punjab
4165,NAUSHAD F/S,"FP-4/7.PASRUR/DASKAROAD,NEAR CHOWK",,127.95,117.29,SIALKOT,,Punjab,Punjab
4219,AL TUAWAN CNG & FILLING STATION,BYE PASS ROAD ALAM CHOWK,,127.75,117.09,SIALKOT,,Punjab,Punjab
5065,PSO S/S 60 ( RAILWAY POLICE),AUSTRIALIA CHOWK,,127.77,117.11,Lahore,,Punjab,Sindh
5069,KASHIF F/S.,PLOT # 30-1-C1 BUTT CHOWK,,127.75,117.09,Lahore,,Punjab,Sindh
5537,FAZAL FILL/STATION,CHAKDARA-TEMERGARAH RD AT CUCH CHOWK,,128.29,117.63,Lower Dir,,KPK,Sindh
5617,JUBLEE F/S,AIRPORT CHOWK,,127.75,117.09,,,Missing,Sindh
6631,JATALA P/S,548/16 MOUZA RABNAWAZ PURA CHOWK,,127.85,117.19,BAHAWALNAGAR,,Punjab,Sindh
9310,MEGA CORP FILLING STATION,"19, K.M. MAIN MULTLAN ROAD,",CHUNG,87.53,78.17,Multan,,Punjab,Sindh
6302,TAJ PET SERVICE,KM-24/25 ROHRI-DEH CHAK-NO 5 SALEH PAT  SALEHPAT CITY.,,127.75,117.09,Sukkur,,Sindh,Sindh
5650,TOWN SHIP FILL.STATION,AT KM 3/4 MARDAN PESHMARDAN ROAD NEARMEDICAL COMPL,,127.75,117.09,Mardan,,KPK,Sindh
6360,WAQAR (EX-ARIF) PET SERVICE,AT RANIPUR SHOBODERO ROAD  AT SOBHO DERO.,,127.98,117.32,Khairpur ,,Sindh,Sindh
4190,AWAN F/S.,KM 12-13 SIALKOT-GONDAL ROAD AT MOUZA DINGA,,127.86,117.20,SIALKOT,,Punjab,Sindh
4571,AL SAKHI F/S,ON GUJRAT -JALALPURHEAD MARALA ROADBHAGOWAL DIST.,,127.75,117.09,SIALKOT,,Punjab,Sindh
4907,JAMAL FILL/STATION,KM-6&7 RAIWIND KOT RKRDGHANIAKEY KASURKASUR DISTT,,127.75,117.09,kasur,,Punjab,Sindh
5053,ARSHAD F/S.,HABIBABAD BYPASS PATTOKI DISTT,,128.31,117.65,kasur,,Punjab,Sindh
5341,UNIVERSITY P/S,MULTAN-BOSAN ROAD AT MOUZA BAHADAR PUR TEHSIL & DISTT,,127.75,117.09,Multan,,Punjab,Sindh
5453,SHAH AUTOMOBILES,RAHIMABAD  MINGORA  DISTT,,129.14,118.48,Swat,,KPK,Sindh
5561,NEW YOUSUFZAI FILL ST,N.C.C RD. AT TORMAGN  DISTT,,128.86,118.20,,,Missing,Sindh
5480,SAHIBZADA AND BROS,THALL-KOHAT ROAD DOABA,,128.50,117.84,Hangu,,KPK,Sindh
4969,HALLA FILLING STATION,KM72/73 LHR/SKP/SRG RDKHANQAH DOGRA,,127.75,117.09,Sheikhupura,,Punjab,Sindh
6381,SOHO P/S,LARKANA DOKRI,,128.13,117.47,Larkana,,Sindh,Sindh
6147,PAK WATAN DARA F/S,TALAGANG MIAN WALI ROAD AT DHOKE FAQIR,,128.00,117.34,Chakwal,,Punjab,Sindh
6623,BASHIR SONS AGRIMAL,CHAK# 187/EB FROM SHEIKH FAZAL,,127.75,117.09,Vehari,,Punjab,Sindh
5072,AL-MOIN F/S,LAHORE AT MOUZA KOT FAZIL,,127.75,117.09,Lahore,,Punjab,Sindh
5587,MANSOOR FILL STATION,CHITRAL-GARAM CHASHMA RD.AT GARAM,,127.26,116.60,Chitral,,KPK,Sindh
6627,CHODHARY F/S,PLOT # 66/5 /02 DARBAR GHOUS,,127.75,117.09,,,Missing,Sindh
7486,GUJJO TRUCKING STATION,MAIN NATIONAL HIGHWAY,GUJJO,127.97,117.32,,,Missing,Sindh
4471,AL-SHARJAH PET.SERVICE,KM 138.5/139 ON OLD CARRIAGE WAY SUPER H.WAY,,127.87,117.21,,,Missing,Sindh
5487,QAZI FILLING STATION,KOHAT-THALL ROAD  QAZIPUR HANG.,,128.28,117.62,Hangu,,KPK,Sindh
4369,SIND SARHAD PET SER,"KM # 170/171 ON OLD NATIONAL HIGH WAY,DEH HATRI",,128.60,117.94,hyderabad,,Sindh,Sindh
4448,BARA KHEL T/S (EX-FARHAN T/STATION),AT B/W KM 172/173 ON NATIONAL HIGHWAY ON RIGHT SIDE AT HATRI,,127.86,117.20,hyderabad,,Sindh,Sindh
5925,HAMMAD AYUB & BROS.,HAMMAD AYUB & BROS.KM. 01/02 HATTA,,128.24,117.58,Haripur,,KPK,Sindh
6663,ZAHID MUNIR PET.SERVICE,HUJRA SHAH MUQEEM CITY DIST-OKARA HUJRA,,127.75,117.09,OKARA,,Punjab,Sindh
5491,ROADWAYS FILL-STATION,G.T. ROAD TARU JABBA,,127.75,117.09,Nowshera ,,KPK,Sindh
5566,AFRIDI PET SERVICE,G.T. ROAD TARU JABBA,,127.75,117.09,Nowshera ,,KPK,Sindh
6148,AL-MIZAN F/STN,FATEH JANG - KHOR ROAD GALI JAGIR,,127.84,117.18,Attock,,Punjab,Sindh
4234,VIRK BROTHER FS,NOWSHERA  VIRKAN HFZ/GWR ROAD MOUZA HUJRA SHAH JAMAL,,127.75,117.09,Gujranwala,,Punjab,Sindh
5531,SULTAN FILL-STATION,MINGORA DAGAR RD. AT JAWAR,,128.70,118.04,Buner,,KPK,Sindh
1493,BAKSHI  PETROLEUM  SERVICE(CDB001),Chinoit on Pinidi - Bhattian Road,,127.68,117.02,Chiniot,,Punjab,Sindh
7712,NAUKOT FILLING STATION,MIRPURKHAS NAUKOT ROAD,JUDDO,129.19,118.53,mirpurkhas,,Sindh,Sindh
5512,ZAIDA FILL/STATION,UMBBAR TOPI ROAD AT KADDI,,127.82,117.16,Swabi,,KPK,Sindh
5455,KALAM FILL STATION,KALAM-BEHRAIN RD.AT SWAT KALAM,,130.77,120.11,Swat,,KPK,Sindh
6199,SINDHARI FILL. STATION,KHURA-RIPRI ROAD B/WKHAIRPUR GUMBAT RD.RIPRI KHAIR,,128.21,117.55,Khairpur ,,Sindh,Sindh
4392,MUKHI P/S,KM-17/2 ON THANA BOLA KHAN TO /S.H.WAY ROAD AT THANA BOLA KHAN.,,128.33,117.67,Jamshoro,,Sindh,Sindh
5215,NEW VIRDAG F/S,JHANG-KABIRWALA ROADMZA BAHAWALPUR KABIRWALA KHANE,,128.02,117.36,KHANEWAL,,Punjab,Sindh
5678,NEW MANZIL F/S,"RING ROAD, HAZAR KHANI",,127.75,117.09,peshawar,,KPK,Sindh
5339,SOHAIL SIKANDAR KHAN DAHA,0.7 KM FROM DAHA CHOWK ON ABDUL GHAFOOR ROAD AT KHANEWAL KHONA,,127.78,117.12,KHANEWAL,,Punjab,Sindh
6581,MOON PETROLEUM 0.2 KM,SHAIR GARH ROAD RENALA KHURD,,127.75,117.09,OKARA,,Punjab,Sindh
6641,KHAKAN F.S,PLOT # 55/1 CHUCHAK ROAD RENALA KHURD,,127.75,117.09,OKARA,,Punjab,Sindh
5533,SUPER COACH F/STATION,BOONI MASTUJ RD. JINAL KOACH,,128.08,117.42,Chitral,,KPK,Sindh
5729,BALOO KHAN,SIBBI RAKHNI ROAD MOUZA SIBBI RAKHNI ROAD MOUZA KOHLU,,127.26,116.60,Kohlu,,Balochistan,Sindh
5734,MAIWAND PET/SER,TEHSIL MAIWANDDIST : KOHLU,,127.26,116.60,Kohlu,,Balochistan,Sindh
5800,SHAHBAZ PET SERVICE,KOHLUDISTT KOHLU,,127.26,116.60,Kohlu,,Balochistan,Sindh
5857,BALOCHISTAN P/S,KARAM KHAN KOHLU,,130.85,120.19,Kohlu,,Balochistan,Sindh
4519,HUSSAIN PETROLEUM,MILE 18/1 GUJRAT BHIMBER ROAD AT KOTLA,,127.75,117.09,Bagh,,AJK,Sindh
4303,SHAHID PETROLEUM,AT KOTRI,,128.57,117.91,Jamshoro,,Sindh,Sindh
4309,QAUMI PETROL SERVICE,"117/6&7-NATIONAL HIGH WAY , KOTRI",,128.57,117.91,Jamshoro,,Sindh,Sindh
5831,KAMAL PET SERVICE,KOHLU/MAIWAND KUNAL RD MAIWAND KUNAL,,127.26,116.60,Kohlu,,Balochistan,Sindh
442,UMER KOT PETROLEUM SERVICES,"Plot # 6-8, Block 263/4, Deh Goraho, Chajro Taluka Kunri, Umer Kot, Sindh",Kunri,87.97,79.27,Umerkot,,Sindh,Sindh
7206,UMER KOT PETROLEUM SERVICES,"Plot # 6-8, Block 263/4, Deh Goraho, Chajro TalukaChajro Taluka Kunri",Kunri,129.11,118.45,Umerkot,,Sindh,Sindh
7602,KUNRI PETROLEUM SERVICE,KUNRISAMARO ROAD,KUNRI,128.84,118.18,Umerkot,,Sindh,Sindh
9124,JAN TRUCKING STATION,KM30.5 KOHAT-BANNU ROAD,LACHI,88.00,78.60,Kohat,,KPK,Sindh
4758,AJMEER P/S,D-6 PORTION DEH KHARI LAKHI,,127.75,117.09,karachi,,Sindh,Sindh
4265,AL-HAIDER PET.SERVICE,BADIN / SHADI LARGE AND NAUKOT / PANGRIO ROAD  AT SHADI LARGE,,128.93,118.27,Badin,,Sindh,Sindh
4650,RAANA GASOLINE,SERVICE STATIONPSO  RETAIL DEALERAPWA SCHOOL LIAQA,,127.75,117.09,Badin,,Sindh,Sindh
5685,WISAL FILLING STATION,B/W KM 1/2 TEMARGARAH MAIDAN RD DIR LOWER,,128.62,117.96,Lower Dir,,KPK,Sindh
5580,GHULAM FILL STATION,CHITRAL-MASTUJ RD. AT DANEEN LUSHT,,127.75,117.09,Chitral,,KPK,Sindh
5703,GHAFFAR FILL STATION,CHITRAL-BOONI RD. AT MORI LUSHT,,127.75,117.09,Chitral,,KPK,Sindh
6377,SHAMA MAGSI F/S,SHAHDAD KOT- KHUZDAR ROAD AT BARIJA CITY JHAL MAGSI,,128.60,117.94,Jhal Magsi,,Balochistan,Sindh
9284,SHAHBAZ PETROLEUM SERVICE,"SURVEY NO.153,",MAHER,88.12,78.71,,,Missing,Sindh
5101,JS ITTEFAQ F/S,PLOT #. 2599 MOUZA BICHOKI MAHJA,,127.75,117.09,,,Missing,Sindh
5693,IBRAR F/STATION,MARDAN BAGHDADA-SWABIBYEPASS NEAR VILL:DAGAI MARDA,,127.75,117.09,Mardan,,KPK,Sindh
5351,REHMAN & CO,M. GARH-HEAD PUNJNAD ROAD AT MAUZA,,127.75,117.09,Muzaffargarh,,Punjab,Sindh
5373,MALIK PETROLEUM SER,AT MUZAFFAR GARH - D.G KHAN ROAD MAUZA,,127.75,117.09,Muzaffargarh,,Punjab,Sindh
318,MUSTAFA FILLING STATION,"Survey No.177/2, DEH Kinaro Kakool Tapo Al Ghai Mehassar Taluka Mehar,District Dadu, Main Indus Highway Mehar Bypass",Mehar,86.72,78.16,Dadu,,Sindh,Sindh
7055,MUSTAFA FILLING STATION,"Survey No.177/2, DEH Kinaro Kakool Tapo Al Ghai MehassarTaluka Mehar,District Dadu, Main Indus Highway",Mehar,128.01,117.35,Dadu,,Sindh,Sindh
4455,"M.QASIM PETROLEUM SERVICE,","SITUATED AT MEHAR BYE PASS S.NO.148,149,150 & 151 DEH AND TAPPOGAHI MAHESAR TALUKA MEHAR",,128.03,117.37,Dadu,,Sindh,Sindh
4453,JUNAID P/S,B/W KM - 2 ON TANDO ALLAHYAR TANDO ADAM ROAD NEAR MEHRAN SUGAR MILLS,,128.85,118.19,Tando Allahyar,,Sindh,Sindh
